Date,Close,Symbol
2/12/19 16:00,1638.01,AMZN
2/13/19 16:00,1640,AMZN
2/14/19 16:00,1622.65,AMZN
2/15/19 16:00,1607.95,AMZN
2/19/19 16:00,1627.58,AMZN
2/20/19 16:00,1622.1,AMZN
2/21/19 16:00,1619.44,AMZN
2/22/19 16:00,1631.56,AMZN
2/25/19 16:00,1633,AMZN
2/26/19 16:00,1636.4,AMZN
2/27/19 16:00,1641.09,AMZN
2/28/19 16:00,1639.83,AMZN
3/1/19 16:00,1671.73,AMZN
3/4/19 16:00,1696.17,AMZN
3/5/19 16:00,1692.43,AMZN
3/6/19 16:00,1668.95,AMZN
3/7/19 16:00,1625.95,AMZN
3/8/19 16:00,1620.8,AMZN
3/11/19 16:00,1670.62,AMZN
3/12/19 16:00,1673.1,AMZN
3/13/19 16:00,1690.81,AMZN
3/14/19 16:00,1686.22,AMZN
3/15/19 16:00,1712.36,AMZN
3/18/19 16:00,1742.15,AMZN
3/19/19 16:00,1761.85,AMZN
3/20/19 16:00,1797.27,AMZN
3/21/19 16:00,1819.26,AMZN
3/22/19 16:00,1764.77,AMZN
3/25/19 16:00,1774.26,AMZN
3/26/19 16:00,1783.76,AMZN
3/27/19 16:00,1765.7,AMZN
3/28/19 16:00,1773.42,AMZN
3/29/19 16:00,1780.75,AMZN
4/1/19 16:00,1814.19,AMZN
4/2/19 16:00,1813.98,AMZN
4/3/19 16:00,1820.7,AMZN
4/4/19 16:00,1818.86,AMZN
4/5/19 16:00,1837.28,AMZN
4/8/19 16:00,1849.86,AMZN
4/9/19 16:00,1835.84,AMZN
4/10/19 16:00,1847.33,AMZN
4/11/19 16:00,1844.07,AMZN
4/12/19 16:00,1843.06,AMZN
4/15/19 16:00,1844.87,AMZN
4/16/19 16:00,1863.04,AMZN
4/17/19 16:00,1864.82,AMZN
4/18/19 16:00,1861.69,AMZN
4/22/19 16:00,1887.31,AMZN
4/23/19 16:00,1923.77,AMZN
4/24/19 16:00,1901.75,AMZN
4/25/19 16:00,1902.25,AMZN
4/26/19 16:00,1950.63,AMZN
4/29/19 16:00,1938.43,AMZN
4/30/19 16:00,1926.52,AMZN
5/1/19 16:00,1911.52,AMZN
5/2/19 16:00,1900.82,AMZN
5/3/19 16:00,1962.46,AMZN
5/6/19 16:00,1950.55,AMZN
5/7/19 16:00,1921,AMZN
5/8/19 16:00,1917.77,AMZN
5/9/19 16:00,1899.87,AMZN
5/10/19 16:00,1889.98,AMZN
5/13/19 16:00,1822.68,AMZN
